0.01,0.025,0.05,0.1,0.9,0.95,0.975,0.99
0.02,0.051,0.103,0.211,4.605,5.991,7.378,9.211
1.30E-05,4.90E-05,0.00019321,0.0019892,0.0098406,0.00248,0.00061504,9.60E-05
9.80E-05,0.00061504,0.0024108,0.0095063,0.2262,0.18404,0.14807,0.10732
1.30E-05,7.74E-05,0.00031329,0.00076729,0.008136,0.0020976,0.00054289,8.28E-05
1.96E-06,3.36E-05,7.40E-05,0.00038416,0.0014822,0.00020164,8.10E-07,3.03E-05
7.84E-06,8.41E-06,2.21E-05,2.03E-05,0.016028,0.015475,0.012679,0.0089492
